user_id,product_id,viewed,clicked,purchased,rating,implicit_strength,positive
6,109,0.0,0.0,0.0,4.0,0.44000000000000006,1
6,133,0.0,0.0,0.0,1.0,0.11000000000000001,0
6,186,0.0,0.0,0.0,4.0,0.44000000000000006,1
6,244,1.0,0.0,0.0,0.0,0.15,0
6,254,1.0,1.0,0.0,0.0,0.5,1
6,275,1.0,0.0,0.0,0.0,0.15,0
6,279,0.0,0.0,0.0,5.0,0.55,1
6,292,1.0,0.0,0.0,0.0,0.15,0
6,294,1.0,1.0,0.0,0.0,0.5,1
6,299,0.0,0.0,0.0,2.0,0.22000000000000003,0
6,307,0.0,0.0,0.0,2.0,0.22000000000000003,0
6,325,1.0,0.0,0.0,0.0,0.15,0
6,355,1.0,0.0,1.0,0.0,0.9500000000000001,1
6,389,0.0,0.0,0.0,5.0,0.55,1
6,391,0.0,1.0,0.0,0.0,0.35,1
6,463,1.0,1.0,0.0,0.0,0.5,1
6,478,0.0,0.0,0.0,5.0,0.55,1
6,498,1.0,0.0,0.0,0.0,0.15,0
7,17,1.0,1.0,1.0,0.0,1.3,1
7,20,1.0,0.0,1.0,0.0,0.9500000000000001,1
7,30,0.0,0.0,0.0,3.0,0.33,0
7,52,1.0,1.0,1.0,0.0,1.3,1
7,58,1.0,0.0,0.0,0.0,0.15,0
7,147,0.0,0.0,0.0,2.0,0.22000000000000003,0
7,152,1.0,0.0,0.0,0.0,0.15,0
7,232,1.0,0.0,0.0,0.0,0.15,0
7,270,1.0,0.0,0.0,0.0,0.15,0
7,276,1.0,0.0,0.0,0.0,0.15,0
7,316,0.0,0.0,0.0,5.0,0.55,1
7,323,1.0,1.0,0.0,0.0,0.5,1
7,339,1.0,0.0,0.0,0.0,0.15,0
7,346,1.0,0.0,1.0,0.0,0.9500000000000001,1
7,374,0.0,0.0,0.0,1.0,0.11000000000000001,0
7,418,0.0,0.0,0.0,1.0,0.11000000000000001,0
7,428,1.0,1.0,0.0,0.0,0.5,1
7,436,1.0,1.0,0.0,0.0,0.5,1
7,468,1.0,0.0,0.0,0.0,0.15,0
8,11,1.0,0.0,0.0,0.0,0.15,0
8,24,1.0,0.0,0.0,0.0,0.15,0
8,28,0.0,0.0,0.0,5.0,0.55,1
8,54,1.0,1.0,0.0,0.0,0.5,1
8,60,0.0,0.0,0.0,3.0,0.33,0
8,95,1.0,0.0,0.0,0.0,0.15,0
8,101,1.0,0.0,0.0,0.0,0.15,0
8,124,1.0,0.0,0.0,0.0,0.15,0
8,135,1.0,0.0,1.0,0.0,0.9500000000000001,1
8,144,1.0,1.0,0.0,0.0,0.5,1
8,150,1.0,0.0,0.0,0.0,0.15,0
8,160,1.0,1.0,0.0,0.0,0.5,1
8,199,1.0,0.0,0.0,0.0,0.15,0
8,245,1.0,1.0,0.0,0.0,0.5,1
8,263,1.0,0.0,1.0,0.0,0.9500000000000001,1
8,318,1.0,1.0,0.0,0.0,0.5,1
8,353,1.0,1.0,0.0,0.0,0.5,1
8,431,0.0,0.0,0.0,5.0,0.55,1
8,432,1.0,0.0,0.0,0.0,0.15,0
8,438,0.0,1.0,0.0,0.0,0.35,1
8,477,0.0,0.0,0.0,0.0,0.0,0
8,497,1.0,0.0,1.0,0.0,0.9500000000000001,1
9,13,0.0,0.0,0.0,4.0,0.44000000000000006,1
9,22,1.0,0.0,0.0,0.0,0.15,0
9,24,1.0,0.0,0.0,0.0,0.15,0
9,29,1.0,0.0,0.0,0.0,0.15,0
9,80,1.0,0.0,0.0,0.0,0.15,0
9,96,0.0,0.0,0.0,4.0,0.44000000000000006,1
9,215,1.0,1.0,0.0,0.0,0.5,1
9,221,1.0,0.0,0.0,0.0,0.15,0
9,277,0.0,0.0,0.0,3.0,0.33,0
9,278,1.0,1.0,0.0,0.0,0.5,1
9,311,0.0,0.0,0.0,5.0,0.55,1
9,352,0.0,1.0,0.0,0.0,0.35,1
9,355,0.0,0.0,0.0,5.0,0.55,1
9,376,1.0,1.0,1.0,0.0,1.3,1
9,385,0.0,0.0,0.0,3.0,0.33,0
9,393,0.0,0.0,0.0,4.0,0.44000000000000006,1
9,398,1.0,0.0,1.0,0.0,0.9500000000000001,1
9,416,0.0,0.0,0.0,0.0,0.0,0
9,458,1.0,0.0,0.0,0.0,0.15,0
9,461,1.0,1.0,0.0,0.0,0.5,1
9,495,0.0,1.0,1.0,0.0,1.15,1
10,2,1.0,0.0,1.0,0.0,0.9500000000000001,1
10,49,0.0,0.0,0.0,3.0,0.33,0
10,59,1.0,1.0,0.0,0.0,0.5,1
10,117,1.0,0.0,0.0,0.0,0.15,0
10,126,1.0,1.0,0.0,0.0,0.5,1
10,196,1.0,1.0,0.0,0.0,0.5,1
10,201,1.0,1.0,0.0,0.0,0.5,1
10,226,1.0,1.0,1.0,0.0,1.3,1
10,238,0.0,0.0,0.0,4.0,0.44000000000000006,1
10,240,1.0,0.0,0.0,0.0,0.15,0
10,254,1.0,0.0,0.0,0.0,0.15,0
10,280,0.0,0.0,0.0,2.0,0.22000000000000003,0
10,290,1.0,1.0,0.0,0.0,0.5,1
10,372,0.0,0.0,0.0,1.0,0.11000000000000001,0
10,441,1.0,1.0,1.0,2.0,1.52,1
10,495,1.0,1.0,0.0,0.0,0.5,1
11,19,1.0,0.0,1.0,0.0,0.9500000000000001,1
11,22,1.0,1.0,0.0,0.0,0.5,1
11,48,0.0,0.0,0.0,0.0,0.0,0
11,49,0.0,1.0,1.0,0.0,1.15,1
11,92,0.0,0.0,0.0,2.0,0.22000000000000003,0
11,93,1.0,0.0,0.0,0.0,0.15,0
11,96,0.0,0.0,0.0,3.0,0.33,0
11,107,0.0,0.0,0.0,2.0,0.22000000000000003,0
11,120,0.0,0.0,0.0,3.0,0.33,0
11,145,0.0,1.0,0.0,0.0,0.35,1
11,146,1.0,1.0,1.0,0.0,1.3,1
11,168,1.0,0.0,0.0,0.0,0.15,0
11,170,1.0,0.0,0.0,0.0,0.15,0
11,298,0.0,0.0,0.0,5.0,0.55,1
11,307,1.0,0.0,0.0,0.0,0.15,0
11,357,0.0,0.0,0.0,2.0,0.22000000000000003,0
11,410,1.0,1.0,0.0,0.0,0.5,1
11,464,0.0,0.0,0.0,2.0,0.22000000000000003,0
11,468,1.0,0.0,0.0,0.0,0.15,0
12,63,0.0,0.0,0.0,3.0,0.33,0
12,77,0.0,0.0,0.0,0.0,0.0,0
12,108,0.0,0.0,0.0,4.0,0.44000000000000006,1
12,131,0.0,0.0,0.0,0.0,0.0,0
12,132,0.0,0.0,0.0,1.0,0.11000000000000001,0
12,148,0.0,1.0,0.0,0.0,0.35,1
12,180,0.0,0.0,0.0,2.0,0.22000000000000003,0
12,217,1.0,0.0,0.0,0.0,0.15,0
12,281,0.0,0.0,0.0,0.0,0.0,0
12,334,0.0,0.0,0.0,2.0,0.22000000000000003,0
12,337,1.0,1.0,1.0,0.0,1.3,1
12,357,1.0,1.0,0.0,0.0,0.5,1
12,365,0.0,0.0,0.0,2.0,0.22000000000000003,0
12,366,1.0,1.0,0.0,0.0,0.5,1
12,408,0.0,1.0,1.0,0.0,1.15,1
12,489,1.0,0.0,0.0,0.0,0.15,0
13,67,1.0,0.0,1.0,0.0,0.9500000000000001,1
13,177,0.0,0.0,0.0,5.0,0.55,1
13,196,1.0,1.0,0.0,0.0,0.5,1
13,206,0.0,0.0,0.0,3.0,0.33,0
13,230,1.0,0.0,0.0,0.0,0.15,0
13,249,1.0,0.0,0.0,0.0,0.15,0
13,313,0.0,1.0,1.0,0.0,1.15,1
13,415,1.0,1.0,0.0,0.0,0.5,1
13,480,0.0,0.0,0.0,4.0,0.44000000000000006,1
14,23,0.0,0.0,0.0,4.0,0.44000000000000006,1
14,54,0.0,0.0,0.0,5.0,0.55,1
14,71,1.0,0.0,1.0,0.0,0.9500000000000001,1
14,131,1.0,1.0,0.0,0.0,0.5,1
14,185,0.0,0.0,0.0,1.0,0.11000000000000001,0
14,199,0.0,0.0,0.0,4.0,0.44000000000000006,1
14,202,1.0,1.0,1.0,0.0,1.3,1
14,208,1.0,0.0,1.0,0.0,0.9500000000000001,1
14,229,1.0,0.0,1.0,0.0,0.9500000000000001,1
14,245,0.0,0.0,0.0,5.0,0.55,1
14,288,1.0,0.0,0.0,0.0,0.15,0
14,310,0.0,0.0,0.0,2.0,0.22000000000000003,0
14,322,0.0,1.0,0.0,0.0,0.35,1
14,330,1.0,1.0,0.0,0.0,0.5,1
14,334,1.0,0.0,0.0,0.0,0.15,0
14,366,0.0,0.0,0.0,4.0,0.44000000000000006,1
14,370,1.0,1.0,0.0,0.0,0.5,1
14,381,1.0,1.0,1.0,0.0,1.3,1
15,6,1.0,1.0,0.0,0.0,0.5,1
15,8,1.0,1.0,0.0,0.0,0.5,1
15,28,0.0,0.0,0.0,2.0,0.22000000000000003,0
15,87,0.0,0.0,0.0,4.0,0.44000000000000006,1
15,98,0.0,1.0,0.0,0.0,0.35,1
15,103,0.0,1.0,0.0,0.0,0.35,1
15,184,1.0,1.0,1.0,0.0,1.3,1
15,210,1.0,1.0,0.0,0.0,0.5,1
15,217,1.0,0.0,0.0,0.0,0.15,0
15,241,1.0,0.0,0.0,0.0,0.15,0
15,250,1.0,0.0,0.0,0.0,0.15,0
15,265,1.0,1.0,0.0,0.0,0.5,1
15,284,0.0,0.0,0.0,4.0,0.44000000000000006,1
15,297,0.0,0.0,0.0,1.0,0.11000000000000001,0
15,298,0.0,0.0,1.0,0.0,0.8,1
15,347,1.0,0.0,0.0,0.0,0.15,0
15,415,1.0,1.0,1.0,0.0,1.3,1
15,471,1.0,1.0,0.0,0.0,0.5,1
15,499,1.0,1.0,0.0,0.0,0.5,1
16,11,1.0,0.0,1.0,0.0,0.9500000000000001,1
16,30,1.0,1.0,0.0,0.0,0.5,1
16,62,1.0,0.0,0.0,0.0,0.15,0
16,109,0.0,0.0,0.0,3.0,0.33,0
16,127,0.0,0.0,0.0,2.0,0.22000000000000003,0
16,131,1.0,0.0,1.0,0.0,0.9500000000000001,1
16,145,1.0,1.0,1.0,0.0,1.3,1
16,233,0.0,0.0,0.0,2.0,0.22000000000000003,0
16,252,0.0,0.0,0.0,4.0,0.44000000000000006,1
16,274,0.0,1.0,0.0,0.0,0.35,1
16,275,0.0,0.0,0.0,5.0,0.55,1
16,281,0.0,0.0,0.0,0.0,0.0,0
16,286,0.0,0.0,0.0,0.0,0.0,0
16,302,0.0,1.0,0.0,0.0,0.35,1
16,307,1.0,0.0,1.0,0.0,0.9500000000000001,1
16,325,1.0,0.0,0.0,0.0,0.15,0
16,355,0.0,0.0,0.0,5.0,0.55,1
16,367,1.0,1.0,0.0,0.0,0.5,1
16,417,1.0,1.0,0.0,0.0,0.5,1
16,418,1.0,0.0,0.0,0.0,0.15,0
16,424,1.0,0.0,1.0,0.0,0.9500000000000001,1
16,434,1.0,0.0,1.0,0.0,0.9500000000000001,1
16,441,1.0,1.0,0.0,0.0,0.5,1
16,470,1.0,1.0,0.0,2.0,0.72,1
16,474,1.0,0.0,0.0,0.0,0.15,0
16,489,1.0,0.0,0.0,0.0,0.15,0
17,3,0.0,1.0,0.0,0.0,0.35,1
17,27,0.0,0.0,0.0,5.0,0.55,1
17,97,1.0,1.0,0.0,0.0,0.5,1
17,106,0.0,1.0,0.0,0.0,0.35,1
17,164,0.0,1.0,0.0,0.0,0.35,1
17,191,1.0,1.0,0.0,0.0,0.5,1
17,222,1.0,0.0,0.0,0.0,0.15,0
17,262,1.0,1.0,0.0,0.0,0.5,1
17,268,1.0,1.0,1.0,0.0,1.3,1
17,379,0.0,0.0,0.0,4.0,0.44000000000000006,1
17,383,1.0,1.0,0.0,0.0,0.5,1
17,423,0.0,0.0,0.0,4.0,0.44000000000000006,1
17,445,1.0,1.0,0.0,0.0,0.5,1
17,475,1.0,0.0,0.0,0.0,0.15,0
18,58,1.0,0.0,0.0,0.0,0.15,0
18,60,0.0,0.0,0.0,2.0,0.22000000000000003,0
18,94,1.0,1.0,1.0,0.0,1.3,1
18,142,1.0,1.0,0.0,0.0,0.5,1
18,157,1.0,0.0,0.0,0.0,0.15,0
18,203,1.0,1.0,0.0,0.0,0.5,1
18,254,0.0,0.0,0.0,1.0,0.11000000000000001,0
18,257,1.0,1.0,1.0,0.0,1.3,1
18,258,0.0,0.0,0.0,3.0,0.33,0
18,264,0.0,1.0,1.0,0.0,1.15,1
18,268,1.0,0.0,0.0,0.0,0.15,0
18,328,1.0,1.0,0.0,0.0,0.5,1
18,374,0.0,0.0,0.0,3.0,0.33,0
18,425,1.0,1.0,0.0,0.0,0.5,1
18,439,0.0,1.0,0.0,0.0,0.35,1
19,1,1.0,0.0,0.0,0.0,0.15,0
19,26,0.0,0.0,0.0,5.0,0.55,1
19,89,1.0,0.0,0.0,0.0,0.15,0
19,122,0.0,0.0,0.0,2.0,0.22000000000000003,0
19,125,1.0,1.0,0.0,0.0,0.5,1
19,148,0.0,0.0,0.0,5.0,0.55,1
19,190,1.0,0.0,1.0,0.0,0.9500000000000001,1
19,193,0.0,0.0,0.0,3.0,0.33,0
19,219,1.0,1.0,0.0,0.0,0.5,1
19,228,1.0,0.0,0.0,0.0,0.15,0
19,243,1.0,0.0,0.0,0.0,0.15,0
19,277,1.0,0.0,1.0,3.0,1.28,1
19,290,1.0,1.0,0.0,0.0,0.5,1
19,380,1.0,0.0,0.0,0.0,0.15,0
19,394,1.0,1.0,0.0,1.0,0.61,1
19,432,1.0,1.0,0.0,0.0,0.5,1
19,458,0.0,0.0,1.0,0.0,0.8,1
19,476,0.0,1.0,0.0,0.0,0.35,1
20,21,0.0,0.0,0.0,2.0,0.22000000000000003,0
20,130,1.0,1.0,0.0,0.0,0.5,1
20,131,0.0,0.0,0.0,0.0,0.0,0
20,132,1.0,0.0,0.0,0.0,0.15,0
20,146,1.0,0.0,1.0,0.0,0.9500000000000001,1
20,165,0.0,0.0,0.0,5.0,0.55,1
20,206,0.0,0.0,0.0,3.0,0.33,0
20,226,1.0,1.0,0.0,0.0,0.5,1
20,325,0.0,0.0,1.0,0.0,0.8,1
20,339,0.0,0.0,0.0,5.0,0.55,1
20,343,1.0,1.0,1.0,0.0,1.3,1
20,448,1.0,1.0,0.0,0.0,0.5,1
20,487,0.0,1.0,1.0,0.0,1.15,1
21,10,1.0,0.0,1.0,0.0,0.9500000000000001,1
21,17,0.0,1.0,0.0,0.0,0.35,1
21,58,1.0,0.0,0.0,0.0,0.15,0
21,100,0.0,0.0,0.0,2.0,0.22000000000000003,0
21,108,1.0,0.0,0.0,0.0,0.15,0
21,124,1.0,1.0,0.0,0.0,0.5,1
21,245,0.0,0.0,0.0,1.0,0.11000000000000001,0
21,246,1.0,0.0,0.0,0.0,0.15,0
21,282,1.0,1.0,1.0,0.0,1.3,1
21,318,0.0,0.0,0.0,2.0,0.22000000000000003,0
21,320,1.0,1.0,0.0,0.0,0.5,1
21,354,0.0,0.0,0.0,5.0,0.55,1
21,356,1.0,0.0,0.0,0.0,0.15,0
21,381,0.0,1.0,0.0,0.0,0.35,1
21,428,1.0,0.0,0.0,0.0,0.15,0
21,433,0.0,0.0,0.0,0.0,0.0,0
21,447,0.0,0.0,0.0,1.0,0.11000000000000001,0
21,487,0.0,0.0,0.0,1.0,0.11000000000000001,0
21,490,0.0,0.0,1.0,0.0,0.8,1
22,12,1.0,0.0,0.0,0.0,0.15,0
22,98,1.0,1.0,0.0,0.0,0.5,1
22,172,1.0,0.0,0.0,0.0,0.15,0
22,174,0.0,0.0,0.0,2.0,0.22000000000000003,0
22,214,1.0,1.0,0.0,0.0,0.5,1
22,233,1.0,0.0,0.0,0.0,0.15,0
22,288,1.0,1.0,1.0,0.0,1.3,1
22,311,0.0,0.0,0.0,1.0,0.11000000000000001,0
22,318,0.0,0.0,0.0,1.0,0.11000000000000001,0
22,337,1.0,0.0,1.0,0.0,0.9500000000000001,1
22,367,0.0,0.0,0.0,1.0,0.11000000000000001,0
22,400,0.0,0.0,0.0,4.0,0.44000000000000006,1
22,421,1.0,1.0,0.0,0.0,0.5,1
23,53,1.0,1.0,0.0,0.0,0.5,1
23,58,1.0,1.0,0.0,0.0,0.5,1
23,76,0.0,0.0,0.0,3.0,0.33,0
23,132,0.0,0.0,0.0,4.0,0.44000000000000006,1
23,168,1.0,0.0,1.0,0.0,0.9500000000000001,1
23,208,0.0,0.0,0.0,3.0,0.33,0
23,214,1.0,0.0,0.0,0.0,0.15,0
23,227,1.0,0.0,0.0,0.0,0.15,0
23,231,1.0,0.0,0.0,0.0,0.15,0
23,267,1.0,0.0,1.0,0.0,0.9500000000000001,1
23,280,1.0,0.0,0.0,0.0,0.15,0
23,286,0.0,0.0,0.0,1.0,0.11000000000000001,0
23,320,0.0,0.0,0.0,5.0,0.55,1
23,322,1.0,0.0,0.0,0.0,0.15,0
23,345,1.0,0.0,0.0,0.0,0.15,0
23,409,1.0,0.0,1.0,0.0,0.9500000000000001,1
23,414,1.0,0.0,1.0,0.0,0.9500000000000001,1
23,454,0.0,1.0,0.0,0.0,0.35,1
23,477,1.0,1.0,0.0,0.0,0.5,1
24,4,1.0,1.0,0.0,0.0,0.5,1
24,139,0.0,0.0,0.0,3.0,0.33,0
24,145,0.0,0.0,0.0,0.0,0.0,0
24,147,1.0,1.0,0.0,0.0,0.5,1
24,150,0.0,0.0,0.0,3.0,0.33,0
24,157,0.0,0.0,0.0,3.0,0.33,0
24,172,1.0,0.0,0.0,0.0,0.15,0
24,210,1.0,1.0,0.0,0.0,0.5,1
24,214,1.0,1.0,1.0,0.0,1.3,1
24,229,1.0,0.0,1.0,0.0,0.9500000000000001,1
24,235,1.0,0.0,0.0,0.0,0.15,0
24,255,1.0,0.0,0.0,0.0,0.15,0
24,273,0.0,0.0,0.0,5.0,0.55,1
24,308,1.0,0.0,0.0,0.0,0.15,0
24,321,1.0,0.0,0.0,0.0,0.15,0
24,326,1.0,1.0,0.0,0.0,0.5,1
24,352,1.0,1.0,0.0,0.0,0.5,1
24,446,0.0,0.0,0.0,5.0,0.55,1
25,23,1.0,1.0,0.0,0.0,0.5,1
25,43,0.0,0.0,0.0,2.0,0.22000000000000003,0
25,53,1.0,0.0,0.0,0.0,0.15,0
25,92,0.0,0.0,0.0,1.0,0.11000000000000001,0
25,120,0.0,0.0,0.0,1.0,0.11000000000000001,0
25,123,0.0,0.0,0.0,1.0,0.11000000000000001,0
25,145,1.0,0.0,0.0,0.0,0.15,0
25,193,1.0,0.0,1.0,0.0,0.9500000000000001,1
25,401,1.0,0.0,0.0,0.0,0.15,0
25,440,1.0,1.0,0.0,0.0,0.5,1
25,446,0.0,0.0,0.0,3.0,0.33,0
25,480,0.0,0.0,0.0,4.0,0.44000000000000006,1
26,14,0.0,0.0,0.0,3.0,0.33,0
26,38,0.0,0.0,0.0,2.0,0.22000000000000003,0
26,86,1.0,0.0,0.0,0.0,0.15,0
26,95,1.0,0.0,0.0,0.0,0.15,0
26,111,0.0,0.0,0.0,5.0,0.55,1
26,133,1.0,1.0,0.0,0.0,0.5,1
26,173,1.0,1.0,0.0,0.0,0.5,1
26,204,0.0,1.0,0.0,0.0,0.35,1
26,217,1.0,0.0,1.0,0.0,0.9500000000000001,1
26,275,0.0,0.0,0.0,0.0,0.0,0
26,342,1.0,0.0,0.0,2.0,0.37,0
26,347,1.0,0.0,0.0,0.0,0.15,0
26,352,1.0,0.0,1.0,0.0,0.9500000000000001,1
26,372,1.0,0.0,0.0,0.0,0.15,0
26,395,1.0,1.0,1.0,0.0,1.3,1
26,400,1.0,1.0,0.0,0.0,0.5,1
26,409,1.0,1.0,0.0,0.0,0.5,1
26,415,0.0,0.0,1.0,0.0,0.8,1
26,418,1.0,1.0,1.0,0.0,1.3,1
26,436,1.0,1.0,0.0,0.0,0.5,1
26,444,1.0,1.0,1.0,0.0,1.3,1
26,448,0.0,0.0,0.0,2.0,0.22000000000000003,0
26,469,1.0,1.0,1.0,0.0,1.3,1
26,471,0.0,0.0,0.0,0.0,0.0,0
26,487,0.0,1.0,0.0,0.0,0.35,1
27,43,1.0,1.0,0.0,0.0,0.5,1
27,55,0.0,0.0,0.0,5.0,0.55,1
27,59,1.0,0.0,0.0,0.0,0.15,0
27,73,0.0,0.0,0.0,0.0,0.0,0
27,115,0.0,0.0,0.0,1.0,0.11000000000000001,0
27,221,0.0,0.0,0.0,2.0,0.22000000000000003,0
27,242,0.0,0.0,0.0,5.0,0.55,1
27,282,1.0,0.0,1.0,0.0,0.9500000000000001,1
27,348,0.0,0.0,0.0,3.0,0.33,0
27,358,1.0,0.0,1.0,0.0,0.9500000000000001,1
27,385,1.0,1.0,0.0,0.0,0.5,1
27,390,1.0,0.0,0.0,0.0,0.15,0
27,400,0.0,0.0,0.0,0.0,0.0,0
27,489,0.0,0.0,0.0,0.0,0.0,0
28,6,0.0,0.0,0.0,5.0,0.55,1
28,28,1.0,1.0,0.0,0.0,0.5,1
28,68,1.0,0.0,0.0,0.0,0.15,0
28,96,0.0,0.0,0.0,3.0,0.33,0
28,104,1.0,0.0,0.0,0.0,0.15,0
28,123,1.0,1.0,0.0,0.0,0.5,1
28,185,1.0,0.0,0.0,0.0,0.15,0
28,199,0.0,0.0,0.0,4.0,0.44000000000000006,1
28,210,1.0,0.0,0.0,0.0,0.15,0
28,216,1.0,1.0,0.0,0.0,0.5,1
28,247,0.0,0.0,0.0,2.0,0.22000000000000003,0
28,312,1.0,1.0,1.0,0.0,1.3,1
28,319,0.0,0.0,0.0,4.0,0.44000000000000006,1
28,345,1.0,0.0,0.0,0.0,0.15,0
28,346,0.0,0.0,0.0,4.0,0.44000000000000006,1
28,362,1.0,0.0,0.0,0.0,0.15,0
28,484,0.0,0.0,0.0,0.0,0.0,0
29,3,1.0,1.0,0.0,0.0,0.5,1
29,6,1.0,1.0,0.0,0.0,0.5,1
29,7,1.0,0.0,1.0,0.0,0.9500000000000001,1
29,37,1.0,1.0,0.0,0.0,0.5,1
29,41,1.0,0.0,0.0,0.0,0.15,0
29,70,0.0,0.0,0.0,2.0,0.22000000000000003,0
29,107,1.0,1.0,1.0,0.0,1.3,1
29,113,1.0,0.0,1.0,0.0,0.9500000000000001,1
29,127,1.0,0.0,1.0,0.0,0.9500000000000001,1
29,217,1.0,1.0,0.0,0.0,0.5,1
29,235,0.0,0.0,0.0,5.0,0.55,1
29,307,1.0,1.0,0.0,0.0,0.5,1
29,323,0.0,0.0,0.0,2.0,0.22000000000000003,0
29,328,0.0,0.0,0.0,0.0,0.0,0
29,344,0.0,0.0,0.0,2.0,0.22000000000000003,0
29,365,1.0,0.0,0.0,0.0,0.15,0
29,442,0.0,0.0,0.0,3.0,0.33,0
29,468,0.0,0.0,0.0,0.0,0.0,0
29,484,0.0,0.0,0.0,0.0,0.0,0
29,492,0.0,0.0,0.0,1.0,0.11000000000000001,0
30,21,1.0,0.0,0.0,0.0,0.15,0
30,37,1.0,0.0,0.0,0.0,0.15,0
30,71,1.0,0.0,0.0,0.0,0.15,0
30,135,0.0,0.0,0.0,3.0,0.33,0
30,149,0.0,0.0,0.0,3.0,0.33,0
30,166,1.0,1.0,0.0,0.0,0.5,1
30,234,1.0,0.0,1.0,0.0,0.9500000000000001,1
30,276,0.0,1.0,1.0,5.0,1.7,1
