user_id,rank,product_id,category,price,hybrid_score,latent_score,category_score,price_score,popularity_score,reason,hybrid_score_display
4,9,483,Perfumes,563.0,0.5280269209084575,0.5911210415750041,0.05434782608695653,0.7495393007651445,0.7362697117598549,توازن جيد بين التفضيلات والانتشار,0.528
4,10,398,Clothes,1229.0,0.5242544910403323,0.4991423282119885,0.2608695652173913,0.9130746809979442,0.6824361065425539,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.524
5,1,250,Home Appliances,1181.0,0.6274899887132215,0.5965158866195668,0.4820766378244747,0.9306754182619142,0.7112561174164624,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.627
5,2,349,Electronics,1312.0,0.5755982013068295,0.6085176237704993,0.08899876390605686,0.9970381335607661,0.7482327351414773,ملاءمة جيدة مع نمط السعر,0.576
5,3,190,Home Appliances,887.0,0.5054931865043203,0.4310410948666968,0.4820766378244747,0.7817392480492238,0.6628602500998988,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.505
5,4,268,Home Appliances,775.0,0.5014646353773416,0.4619567605724543,0.4820766378244747,0.7250016593967702,0.505165850978512,تطابق قوي مع الفئات المفضلة,0.501
5,5,480,Home Appliances,568.0,0.5005031601159603,0.4458003918955563,0.4820766378244747,0.6201384375123249,0.718325176687421,تطابق قوي مع الفئات المفضلة,0.501
5,6,403,Clothes,1328.0,0.49664048021894985,0.5006997938094983,0.14215080346106304,0.9948564966317405,0.5125067971445074,ملاءمة جيدة مع نمط السعر,0.497
5,7,112,Home Appliances,1592.0,0.4910489164895762,0.3876476814865478,0.4820766378244747,0.8611178948081001,0.6835236541227013,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.491
5,8,297,Home Appliances,1741.0,0.48889762760022226,0.4428416124066719,0.4820766378244747,0.7856366384758181,0.4214246873071548,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.489
5,9,473,Home Appliances,1178.0,0.484918141500931,0.39681111311363126,0.4820766378244747,0.9291556614230092,0.48558999453585705,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.485
5,10,41,Toys,1574.0,0.48156381951587196,0.5312610989487042,0.06180469715698393,0.8702364358415301,0.472539423574087,ملاءمة جيدة مع نمط السعر,0.482
6,1,116,Toys,491.0,0.7516657592969056,0.8673249944162464,0.3222591362126246,0.893296688624374,0.6606851549396039,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.752
6,2,456,Home Appliances,552.0,0.6253770506457016,0.6716446463328315,0.12181616832779622,0.9241984110154424,0.8955954322514629,ملاءمة جيدة مع نمط السعر,0.625
6,3,102,Home Appliances,953.0,0.5804610176855771,0.6450656583056781,0.12181616832779622,0.8726607581842551,0.6677542142105625,ملاءمة جيدة مع نمط السعر,0.58
6,4,282,Home Appliances,339.0,0.578168242264859,0.6270506433155744,0.12181616832779622,0.816295675453187,0.8205546492212858,ملاءمة جيدة مع نمط السعر,0.578
6,5,358,Home Appliances,383.0,0.574077049310178,0.6346248597195414,0.12181616832779622,0.8385854424237938,0.7074497008859462,ملاءمة جيدة مع نمط السعر,0.574
6,6,96,Toys,998.0,0.5533202247879828,0.5400884512370555,0.3222591362126246,0.8498644056006801,0.6927678085539549,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.553
6,7,298,Toys,356.0,0.5497774586911098,0.5565759573033667,0.3222591362126246,0.8249076308736487,0.5883632408597953,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.55
6,8,483,Perfumes,563.0,0.5477510204989853,0.6042525783200475,0.0,0.9297708527580941,0.7362697117598549,ملاءمة جيدة مع نمط السعر,0.548
6,9,329,Clothes,673.0,0.5362390668650808,0.5505138417592755,0.07198228128460686,0.985495270184611,0.7471451875613297,ملاءمة جيدة مع نمط السعر,0.536
6,10,76,Sports,118.0,0.5333807317921466,0.6239211113944684,0.18161683277962345,0.704340254987185,0.4181620445667122,تطابق قوي مع الفئات المفضلة,0.533
7,1,292,Sports,228.0,0.7714306414829186,0.9250402789342053,0.1314217443249701,0.7729213345778212,0.9999999999456226,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.771
7,2,112,Home Appliances,1592.0,0.7703182776208106,0.9999999948106427,0.2090800477897252,0.5360958893333698,0.6835236541227013,تطابق قوي مع الفئات المفضلة، إشارة سلوكية/تقييمية قوية,0.77
7,3,343,Electronics,1504.0,0.7348163451399896,0.9461838772741263,0.03584229390681003,0.5806754232745832,0.9097335507933806,إشارة سلوكية/تقييمية قوية,0.735
7,4,439,Clothes,756.0,0.7253390796675543,0.8805961989877503,0.08363201911589008,0.9596014617748979,0.6677542142105625,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.725
7,5,487,Home Appliances,313.0,0.6939868452786502,0.7997656510153792,0.2090800477897252,0.8159811116801297,0.7857531266565659,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.694
7,6,410,Perfumes,711.0,0.6861984421169556,0.7943203396810558,0.2724014336917563,0.982397814358473,0.4268624252078922,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.686
7,7,349,Electronics,1312.0,0.661680280451386,0.83175435119712,0.03584229390681003,0.6779398609645035,0.7482327351414773,إشارة سلوكية/تقييمية قوية,0.662
7,8,423,Toys,917.0,0.6503712900384809,0.7159719497938976,0.16845878136200718,0.878041178086996,0.8510059814654156,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.65
7,9,51,Toys,536.0,0.6433057773511293,0.7580890685216537,0.16845878136200718,0.9289497033720684,0.4665579118832758,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.643
7,10,279,Books,655.0,0.639519768417829,0.7140181874588178,0.0991636798088411,0.9892333913153003,0.7455138661911085,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.64
8,1,401,Toys,1728.0,0.7784404626423058,0.9999999962682893,0.07927519818799547,0.6262929981035052,0.8901576943507253,إشارة سلوكية/تقييمية قوية,0.778
8,2,102,Home Appliances,953.0,0.5741743068084817,0.6154690936721233,0.11325028312570781,0.981103151846035,0.6677542142105625,ملاءمة جيدة مع نمط السعر,0.574
8,3,219,Toys,68.0,0.5685394510507618,0.696147918164638,0.07927519818799547,0.5327748843690585,0.7264817835385274,توازن جيد بين التفضيلات والانتشار,0.569
8,4,280,Perfumes,1338.0,0.5606743100966082,0.6343213607523767,0.14156285390713477,0.823861387161156,0.5573681348255918,ملاءمة جيدة مع نمط السعر,0.561
8,5,403,Clothes,1328.0,0.5562702021445158,0.6096623397634016,0.22083805209513024,0.8289272432908393,0.5125067971445074,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.556
8,6,119,Sports,1079.0,0.552385868501579,0.5476945077564993,0.2638731596828992,0.9550670609199547,0.6166394779436303,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.552
8,7,444,Sports,1615.0,0.535115596513724,0.5824608532515335,0.2638731596828992,0.6835371723689272,0.5611745513561078,تطابق قوي مع الفئات المفضلة,0.535
8,8,345,Electronics,553.0,0.5350738451032294,0.6035354469474794,0.07361268403171008,0.7784689066587009,0.6628602500998988,ملاءمة جيدة مع نمط السعر,0.535
8,9,404,Sports,1627.0,0.5244851195183567,0.5526367392069053,0.2638731596828992,0.6774581450133071,0.641109298496949,تطابق قوي مع الفئات المفضلة,0.524
8,10,116,Toys,491.0,0.5190216701729174,0.581727245277597,0.07927519818799547,0.7470605986546642,0.6606851549396039,توازن جيد بين التفضيلات والانتشار,0.519
9,1,122,Toys,532.0,0.7970920014856616,0.9999999961377936,0.04767063921993501,0.7865337140135945,0.941272430617658,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.797
9,2,211,Home Appliances,1622.0,0.696239487008524,0.8295017125286823,0.2546045503791983,0.6612879678509203,0.7335508428094861,تطابق قوي مع الفئات المفضلة، إشارة سلوكية/تقييمية قوية,0.696
9,3,490,Clothes,879.0,0.6640805911568026,0.7407375657199701,0.11917659804983752,0.9623189217136068,0.8270799347021707,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.664
9,4,282,Home Appliances,339.0,0.6613524966292698,0.7513611495893348,0.2546045503791983,0.6887626907107058,0.8205546492212858,تطابق قوي مع الفئات المفضلة، إشارة سلوكية/تقييمية قوية,0.661
9,5,483,Perfumes,563.0,0.5988201751924194,0.6956978350410963,0.0639219934994583,0.8022378680156128,0.7362697117598549,ملاءمة جيدة مع نمط السعر,0.599
9,6,268,Home Appliances,775.0,0.5975707852698181,0.6534488315798722,0.2546045503791983,0.9096340179648998,0.505165850978512,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.598
9,7,293,Home Appliances,196.0,0.5945514124098421,0.7222141946186978,0.2546045503791983,0.6163209480562339,0.41435562803619597,تطابق قوي مع الفئات المفضلة، إشارة سلوكية/تقييمية قوية,0.595
9,8,167,Home Appliances,903.0,0.5818327814863468,0.6454265975463253,0.2546045503791983,0.9744769764248468,0.31810766719314254,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.582
9,9,488,Electronics,560.0,0.5677825071820468,0.6608064603006404,0.14626218851570968,0.8007181111767079,0.48885263727629946,ملاءمة جيدة مع نمط السعر,0.568
9,10,489,Sports,818.0,0.5608292979960875,0.6222532076567838,0.12242686890574216,0.9314171993225383,0.5367047308027892,ملاءمة جيدة مع نمط السعر,0.561
10,1,343,Electronics,1504.0,0.7483858571070736,0.8547341969342036,0.3209134615384615,0.7233963399190864,0.9097335507933806,تطابق قوي مع الفئات المفضلة، إشارة سلوكية/تقييمية قوية,0.748
10,2,357,Home Appliances,801.0,0.718374094226937,0.8577468621273353,0.15625,0.920473974164174,0.6514410005083502,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.718
10,3,408,Toys,288.0,0.6874401454048876,0.8540837833483066,0.15384615384615385,0.6605955547114182,0.6802610113822587,إشارة سلوكية/تقييمية قوية,0.687
10,4,423,Toys,917.0,0.6768330712298064,0.7442193612645618,0.15384615384615385,0.9792379052685009,0.8510059814654156,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.677
10,5,186,Sports,1100.0,0.6645332052617707,0.7937892843256787,0.05288461538461539,0.9280569275582938,0.6737357259013738,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.665
10,6,315,Books,1540.0,0.6561135232322133,0.816407701523232,0.13822115384615383,0.7051592578522263,0.5676998368369929,إشارة سلوكية/تقييمية قوية,0.656
10,7,337,Clothes,721.0,0.6282573185751467,0.7432640382390767,0.078125,0.8799471251267073,0.6264274061649577,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.628
10,8,488,Electronics,560.0,0.6064588475463581,0.6733378996152476,0.3209134615384615,0.7983868414388053,0.48885263727629946,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.606
10,9,123,Clothes,614.0,0.6039298361405312,0.705946333237874,0.078125,0.8257424645390954,0.6721044045311526,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.604
10,10,363,Electronics,826.0,0.5986940882467019,0.6252896726547988,0.3209134615384615,0.9331386144883824,0.5377922783829368,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.599
11,1,429,Books,749.0,0.7144522667424384,0.7896281046916833,0.2503293807641634,0.9739805882266699,0.7873844480267871,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.714
11,2,343,Electronics,1504.0,0.6632346955472646,0.792253121872758,0.1093544137022398,0.6435472739822372,0.9097335507933806,إشارة سلوكية/تقييمية قوية,0.663
11,3,358,Home Appliances,383.0,0.6328790751061965,0.7704804720793715,0.028985507246376815,0.7885702538802593,0.7074497008859462,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.633
11,4,260,Clothes,500.0,0.603745268105075,0.7078569575446068,0.048748353096179184,0.8478407705975544,0.6851549754929225,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.604
11,5,226,Home Appliances,995.0,0.5765517723542444,0.6736116711815343,0.028985507246376815,0.9013993509831197,0.5899945622300166,ملاءمة جيدة مع نمط السعر,0.577
11,6,279,Books,655.0,0.5760626603912965,0.5754810006028644,0.2503293807641634,0.9263615406076463,0.7455138661911085,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.576
11,7,478,Toys,1158.0,0.5753395387467065,0.6140638278410625,0.3425559947299078,0.8188258960692811,0.4698205546237184,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.575
11,8,270,Electronics,547.0,0.5686584494163728,0.6327792310039094,0.1093544137022398,0.8716502944070661,0.6470908101877602,ملاءمة جيدة مع نمط السعر,0.569
11,9,39,Perfumes,339.0,0.5500620288048845,0.6092287050986318,0.19104084321475628,0.7662804869096524,0.5818379553789105,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.55
11,10,17,Perfumes,960.0,0.5425533414361542,0.5989520393797255,0.19104084321475628,0.9191298474370114,0.3849918433722136,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.543
12,1,123,Clothes,614.0,0.6240921865671404,0.6712777569568626,0.276595744680851,0.8693988158112858,0.6721044045311526,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.624
12,2,226,Home Appliances,995.0,0.5897281050551644,0.6704335902431979,0.08865248226950354,0.9375920656477785,0.5899945622300166,ملاءمة جيدة مع نمط السعر,0.59
12,3,210,Electronics,918.0,0.5703015700329811,0.5896833038669341,0.03900709219858156,0.9765991578463403,0.9227841217551503,ملاءمة جيدة مع نمط السعر,0.57
12,4,441,Electronics,94.0,0.5648506773008463,0.717801214450982,0.03900709219858156,0.6059742970677515,0.5443175638638218,إشارة سلوكية/تقييمية قوية,0.565
12,5,358,Home Appliances,383.0,0.5573639304916641,0.6339603481478113,0.08865248226950354,0.7523775392156004,0.7074497008859462,ملاءمة جيدة مع نمط السعر,0.557
12,6,280,Perfumes,1338.0,0.5299274624928186,0.5955298316747597,0.14007092198581558,0.7638332003996396,0.5573681348255918,ملاءمة جيدة مع نمط السعر,0.53
12,7,133,Toys,695.0,0.5285644507376823,0.4847998697724785,0.34042553191489355,0.9104322504617209,0.6715606307410787,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.529
12,8,431,Toys,102.0,0.5176202615502057,0.520749725432263,0.34042553191489355,0.6100269819714983,0.7069059270958725,تطابق قوي مع الفئات المفضلة,0.518
12,9,186,Sports,1100.0,0.5172751389086194,0.5383813605218095,0.1152482269503546,0.8844005762861034,0.6737357259013738,ملاءمة جيدة مع نمط السعر,0.517
12,10,20,Home Appliances,34.0,0.5125423386797969,0.5887264881874236,0.08865248226950354,0.5755791602896514,0.7427949972407398,توازن جيد بين التفضيلات والانتشار,0.513
13,1,210,Electronics,918.0,0.8464354585285978,0.9999999937114306,0.2711864406779661,0.8778624233682553,0.9227841217551503,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.846
13,2,350,Sports,1130.0,0.8027720544863243,0.99891722700847,0.10593220338983052,0.9852585733175423,0.6612289287296776,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.803
13,3,282,Home Appliances,339.0,0.764215528173435,0.9920574663653443,0.09322033898305086,0.5845493534595894,0.8205546492212858,إشارة سلوكية/تقييمية قوية,0.764
13,4,490,Clothes,879.0,0.7639645242702486,0.8811793157968201,0.2754237288135593,0.8581055844624903,0.8270799347021707,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.764
13,5,491,Electronics,595.0,0.7113692537662069,0.8278253422362744,0.2711864406779661,0.7142352703794831,0.8015225665687046,تطابق قوي مع الفئات المفضلة، إشارة سلوكية/تقييمية قوية,0.711
13,6,423,Toys,917.0,0.7059659914006412,0.814812962448713,0.14830508474576273,0.877355837755287,0.8510059814654156,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.706
13,7,222,Perfumes,1193.0,0.6991565909593287,0.8726289754060953,0.0,0.9828265330654525,0.5764002174781728,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.699
13,8,235,Perfumes,1749.0,0.6988519887419589,0.9605362788202422,0.0,0.7011649322550583,0.38390429579206614,إشارة سلوكية/تقييمية قوية,0.699
13,9,201,Clothes,1441.0,0.6903565498725901,0.8167749817229051,0.2754237288135593,0.8571933010493055,0.4785209352648982,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.69
13,10,186,Sports,1100.0,0.683789600811098,0.8015681850322868,0.10593220338983052,0.9700610049284923,0.6737357259013738,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.684
14,1,262,Electronics,1006.0,0.7829049843786595,0.9999999948415198,0.014492753623188406,0.9876965772432994,0.6177270255237778,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.783
14,2,395,Perfumes,1073.0,0.7480203913576678,0.860586792346027,0.314975845410628,0.953755341174421,0.6052202283520816,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.748
14,3,489,Sports,818.0,0.7215551003524835,0.8839308785006683,0.15265700483091788,0.9170653275186536,0.5367047308027892,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.722
14,4,487,Home Appliances,313.0,0.7126036185018734,0.9067847650461426,0.058937198067632854,0.6612395929696444,0.7857531266565659,إشارة سلوكية/تقييمية قوية,0.713
14,5,423,Toys,917.0,0.7040462467987176,0.8381326204464564,0.0,0.9672173032025188,0.8510059814654156,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.704
14,6,375,Home Appliances,334.0,0.6840161458992682,0.8726901287477934,0.058937198067632854,0.6718778908419794,0.6916802609738075,إشارة سلوكية/تقييمية قوية,0.684
14,7,174,Perfumes,1623.0,0.6644427668519062,0.7807309564951117,0.314975845410628,0.6751332540418367,0.5829255029590579,تطابق قوي مع الفئات المفضلة، إشارة سلوكية/تقييمية قوية,0.664
14,8,279,Books,655.0,0.6642531618370471,0.7463727001176264,0.23188405797101452,0.8344918726048149,0.7455138661911085,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.664
14,9,444,Sports,1615.0,0.6586634445058108,0.8226090263786081,0.15265700483091788,0.6791859389455833,0.5611745513561078,إشارة سلوكية/تقييمية قوية,0.659
14,10,490,Clothes,879.0,0.6223073492884784,0.6416229076861724,0.22705314009661837,0.947967049909722,0.8270799347021707,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.622
15,1,211,Home Appliances,1622.0,0.6906757762018716,0.8520879759488575,0.07856341189674523,0.7660541017516198,0.7335508428094861,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية,0.691
15,2,400,Toys,834.0,0.6635664231862722,0.6764681032743678,0.3479236812570146,0.8347564352293322,0.9488852636786904,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.664
15,3,145,Toys,1020.0,0.6423110750849542,0.6460329561013152,0.3479236812570146,0.9289813592414425,0.8058727568892946,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.642
15,4,455,Sports,1006.0,0.597170099610984,0.5877370589018794,0.388327721661055,0.9218891606598858,0.6400217509168015,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.597
15,5,490,Clothes,879.0,0.5948560271180805,0.6770189934666859,0.016835016835016835,0.8575527878129072,0.8270799347021707,ملاءمة جيدة مع نمط السعر,0.595
15,6,423,Toys,917.0,0.5821460828314413,0.5486714285432543,0.3479236812570146,0.876803041105704,0.8510059814654156,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.582
15,7,186,Sports,1100.0,0.5784732817212215,0.5414328903977085,0.388327721661055,0.9695082082789093,0.6737357259013738,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.578
15,8,119,Sports,1079.0,0.5768748635832857,0.5504125610685732,0.388327721661055,0.9588699104065743,0.6166394779436303,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر,0.577
